node_id,node_name,parent_set_index,parent_count,parent_indices,parent_names,parent_mask_chunks_hex,log_score,fixed_score,fixed_hex,saturated
0,hepatalgia,21,3,1 54 66,ast age alt,0040000000000002 0000000000000004,-5601.51513452,-367100896,ea1e7c20,0
0,hepatalgia,22,3,27 51 54,hepatomegaly ggtp age,0048000008000000 0000000000000000,-4801.63550694,-314679985,ed3e5d4f,0
0,hepatalgia,23,3,27 51 66,hepatomegaly ggtp alt,0008000008000000 0000000000000004,-4789.64984876,-313894492,ed4a59a4,0
0,hepatalgia,24,3,27 54 66,hepatomegaly age alt,0040000008000000 0000000000000004,-4797.57752906,-314414041,ed426c27,0
0,hepatalgia,25,3,51 54 66,ggtp age alt,0048000000000000 0000000000000004,-5634.09879064,-369236298,e9fde6b6,0
0,hepatalgia,26,4,1 27 51 54,ast hepatomegaly ggtp age,0048000008000002 0000000000000000,-5169.50263805,-338788525,ebce7f53,0
0,hepatalgia,27,4,1 27 51 66,ast hepatomegaly ggtp alt,0008000008000002 0000000000000004,-5131.50566159,-336298355,ebf47e8d,0
0,hepatalgia,28,4,1 27 54 66,ast hepatomegaly age alt,0040000008000002 0000000000000004,-5162.25431226,-338313499,ebd5bee5,0
0,hepatalgia,29,4,1 51 54 66,ast ggtp age alt,0048000000000002 0000000000000004,-6420.91977599,-420801398,e6eb148a,0
0,hepatalgia,30,4,27 51 54 66,hepatomegaly ggtp age alt,0048000008000000 0000000000000004,-5211.2549452,-341524804,eba4bebc,0
1,ast,31,0,,,0000000000000000 0000000000000000,-10989.8466552,-720230590,d5122742,0
1,ast,32,1,4,THepatitis,0000000000000010 0000000000000000,-10963.4720954,-718502107,d52c8725,0
1,ast,33,1,47,ChHepatitis,0000800000000000 0000000000000000,-10935.6683502,-716679961,d54854e7,0
1,ast,34,1,54,age,0040000000000000 0000000000000000,-11032.9596587,-723056044,d4e70a54,0
1,ast,35,1,64,Steatosis,0000000000000000 0000000000000001,-10934.3863537,-716595944,d5499d18,0
1,ast,36,1,66,alt,0000000000000000 0000000000000004,-11025.6477742,-722576853,d4ee5a2b,0
1,ast,37,2,4 47,THepatitis ChHepatitis,0000800000000010 0000000000000000,-10923.5870249,-715888199,d55469b9,0
1,ast,38,2,4 54,THepatitis age,0040000000000010 0000000000000000,-11036.9609426,-723318272,d4e30a00,0
1,ast,39,2,4 64,THepatitis Steatosis,0000000000000010 0000000000000001,-10901.1018661,-714414612,d56ae5ec,0
1,ast,40,2,4 66,THepatitis alt,0000000000000010 0000000000000004,-11025.1634231,-722545110,d4eed62a,0
1,ast,41,2,47 54,ChHepatitis age,0040800000000000 0000000000000000,-11066.1798861,-725233165,d4c5d1f3,0
1,ast,42,2,47 64,ChHepatitis Steatosis,0000800000000000 0000000000000001,-10895.9857422,-714079322,d57003a6,0
1,ast,43,2,47 66,ChHepatitis alt,0000800000000000 0000000000000004,-11060.3137107,-724848719,d4cbafb1,0
1,ast,44,2,54 64,age Steatosis,0040000000000000 0000000000000001,-11014.1105585,-721820750,d4f9e3b2,0
1,ast,45,2,54 66,age alt,0040000000000000 0000000000000004,-11197.1088447,-733813725,d442e423,0
1,ast,46,2,64 66,Steatosis alt,0000000000000000 0000000000000005,-11012.8723427,-721739602,d4fb20ae,0
1,ast,47,3,4 47 54,THepatitis ChHepatitis age,0040800000000010 0000000000000000,-11124.1635775,-729033184,d48bd620,0
1,ast,48,3,4 47 64,THepatitis ChHepatitis Steatosis,0000800000000010 0000000000000001,-10892.6082703,-713857976,d5736448,0
1,ast,49,3,4 47 66,THepatitis ChHepatitis alt,0000800000000010 0000000000000004,-11119.2586647,-728711736,d490bdc8,0
1,ast,50,3,4 54 64,THepatitis age Steatosis,0040000000000010 0000000000000001,-11033.6515309,-723101387,d4e65935,0
1,ast,51,3,4 54 66,THepatitis age alt,0040000000000010 0000000000000004,-11293.787144,-740149634,d3e2367e,0
1,ast,52,3,4 64 66,THepatitis Steatosis alt,0000000000000010 0000000000000005,-11030.1913393,-722874620,d4e9cf04,0
1,ast,53,3,47 54 64,ChHepatitis age Steatosis,0040800000000000 0000000000000001,-11126.6909055,-729198815,d4894f21,0
1,ast,54,3,47 54 66,ChHepatitis age alt,0040800000000000 0000000000000004,-11548.8283902,-756864017,d2e32bef,0
1,ast,55,3,47 64 66,ChHepatitis Steatosis alt,0000800000000000 0000000000000005,-11122.5031813,-728924368,d48d7f30,0
1,ast,56,3,54 64 66,age Steatosis alt,0040000000000000 0000000000000005,-11321.846533,-741988534,d3c6274a,0
1,ast,57,4,4 47 54 64,THepatitis ChHepatitis age Steatosis,0040800000000010 0000000000000001,-11233.2448789,-736181936,d41ec150,0
1,ast,58,4,4 47 54 66,THepatitis ChHepatitis age alt,0040800000000010 0000000000000004,-11779.7866687,-772000099,d1fc369d,0
1,ast,59,4,4 47 64 66,THepatitis ChHepatitis Steatosis alt,0000800000000010 0000000000000005,-11222.834166,-735499660,d4292a74,0
1,ast,60,4,4 54 64 66,THepatitis age Steatosis alt,0040000000000010 0000000000000005,-11476.6938968,-752136611,d32b4e5d,0
1,ast,61,4,47 54 64 66,ChHepatitis age Steatosis alt,0040800000000000 0000000000000005,-11879.0368801,-778504561,d198f68f,0
2,choledocholithotomy,62,0,,,0000000000000000 0000000000000000,-4025.31456261,-263803015,f046af79,0
2,choledocholithotomy,63,1,45,injections,0000200000000000 0000000000000000,-3985.71681473,-261207937,f06e487f,0
2,choledocholithotomy,64,1,52,gallstones,0010000000000000 0000000000000000,-2334.92942304,-153021935,f6e11211,0
2,choledocholithotomy,65,1,54,age,0040000000000000 0000000000000000,-4039.1724851,-264711208,f038d3d8,0
2,choledocholithotomy,66,1,60,bilirubin,1000000000000000 0000000000000000,-4019.65408403,-263432050,f04c588e,0
2,choledocholithotomy,67,1,66,alt,0000000000000000 0000000000000004,-4039.25596195,-264716679,f038be79,0
2,choledocholithotomy,68,2,45 52,injections gallstones,0010200000000000 0000000000000000,-2317.18080667,-151858761,f6f2d1b7,0
2,choledocholithotomy,69,2,45 54,injections age,0040200000000000 0000000000000000,-4014.95076544,-263123813,f0510c9b,0
2,choledocholithotomy,70,2,45 60,injections bilirubin,1000200000000000 0000000000000000,-3994.55322177,-261787040,f0657260,0
2,choledocholithotomy,71,2,45 66,injections alt,0000200000000000 0000000000000004,-4012.82919523,-262984774,f0532bba,0
2,choledocholithotomy,72,2,52 54,gallstones age,0050000000000000 0000000000000000,-2362.45275278,-154825704,f6c58c18,0
2,choledocholithotomy,73,2,52 60,gallstones bilirubin,1010000000000000 0000000000000000,-2359.57881521,-154637357,f6c86bd3,0
2,choledocholithotomy,74,2,52 66,gallstones alt,0010000000000000 0000000000000004,-2362.11468572,-154803548,f6c5e2a4,0
2,choledocholithotomy,75,2,54 60,age bilirubin,1040000000000000 0000000000000000,-4074.53542399,-267028754,f01576ee,0
2,choledocholithotomy,76,2,54 66,age alt,0040000000000000 0000000000000004,-4098.87723985,-268624019,effd1f6d,0
2,choledocholithotomy,77,2,60 66,bilirubin alt,1000000000000000 0000000000000004,-4077.01766291,-267191430,f012fb7a,0
2,choledocholithotomy,78,3,45 52 54,injections gallstones age,0050200000000000 0000000000000000,-2372.79621495,-155503573,f6bb342b,0
2,choledocholithotomy,79,3,45 52 60,injections gallstones bilirubin,1010200000000000 0000000000000000,-2370.74531522,-155369165,f6bd4133,0
2,choledocholithotomy,80,3,45 52 66,injections gallstones alt,0010200000000000 0000000000000004,-2370.71851211,-155367408,f6bd4810,0
2,choledocholithotomy,81,3,45 54 60,injections age bilirubin,1040200000000000 0000000000000000,-4108.13050705,-269230441,eff3de97,0
2,choledocholithotomy,82,3,45 54 66,injections age alt,0040200000000000 0000000000000004,-4138.74569705,-271236838,efd5411a,0
2,choledocholithotomy,83,3,45 60 66,injections bilirubin alt,1000200000000000 0000000000000004,-4107.98239288,-269220734,eff40482,0
2,choledocholithotomy,84,3,52 54 60,gallstones age bilirubin,1050000000000000 0000000000000000,-2458.09164982,-161093494,f665e88a,0
2,choledocholithotomy,85,3,52 54 66,gallstones age alt,0050000000000000 0000000000000004,-2481.47477755,-162625931,f64e8675,0
2,choledocholithotomy,86,3,52 60 66,gallstones bilirubin alt,1010000000000000 0000000000000004,-2458.88640278,-161145579,f6651d15,0
2,choledocholithotomy,87,3,54 60 66,age bilirubin alt,1040000000000000 0000000000000004,-4291.22929763,-281230003,ef3cc54d,0
2,choledocholithotomy,88,4,45 52 54 60,injections gallstones age bilirubin,1050200000000000 0000000000000000,-2576.47430385,-168851820,f5ef8694,0
2,choledocholithotomy,89,4,45 52 54 66,injections gallstones age alt,0050200000000000 0000000000000004,-2596.94164888,-170193168,f5db0ef0,0
2,choledocholithotomy,90,4,45 52 60 66,injections gallstones bilirubin alt,1010200000000000 0000000000000004,-2572.51927981,-168592624,f5f37b10,0
2,choledocholithotomy,91,4,45 54 60 66,injections age bilirubin alt,1040200000000000 0000000000000004,-4519.22496291,-296171927,ee58c669,0
2,choledocholithotomy,92,4,52 54 60 66,gallstones age bilirubin alt,1050000000000000 0000000000000004,-2801.72522474,-183613864,f50e4658,0
3,irregular_liver,93,0,,,0000000000000000 0000000000000000,-4054.46585512,-265713474,f02988be,0
3,irregular_liver,94,1,11,edge,0000000000000800 0000000000000000,-4001.91478854,-262269488,f05e15d0,0
3,irregular_liver,95,1,26,Cirrhosis,0000000004000000 0000000000000000,-3655.85922121,-239590390,f1b8240a,0
3,irregular_liver,96,1,47,ChHepatitis,0000800000000000 0000000000000000,-4014.566888,-263098656,f0516ee0,0
3,irregular_liver,97,1,64,Steatosis,0000000000000000 0000000000000001,-3934.68649183,-257863614,f0a15042,0
3,irregular_liver,98,1,69,fibrosis,0000000000000000 0000000000000020,-3950.16045167,-258877715,f091d6ed,0
3,irregular_liver,99,2,11 26,edge Cirrhosis,0000000004000800 0000000000000000,-3667.73302501,-240368552,f1ac4458,0
3,irregular_liver,100,2,11 47,edge ChHepatitis,0000800000000800 0000000000000000,-3969.79865364,-260164725,f07e338b,0
3,irregular_liver,101,2,11 64,edge Steatosis,0000000000000800 0000000000000001,-3903.39200816,-255812699,f0c09ba5,0
3,irregular_liver,102,2,11 69,edge fibrosis,0000000000000800 0000000000000020,-3923.12398494,-257105853,f0ace043,0
3,irregular_liver,103,2,26 47,Cirrhosis ChHepatitis,0000800004000000 0000000000000000,-3681.83869084,-241292980,f19e294c,0
3,irregular_liver,104,2,26 64,Cirrhosis Steatosis,0000000004000000 0000000000000001,-3669.51675474,-240485450,f1aa7bb6,0
3,irregular_liver,105,2,26 69,Cirrhosis fibrosis,0000000004000000 0000000000000020,-3668.23610399,-240401521,f1abc38f,0
3,irregular_liver,106,2,47 64,ChHepatitis Steatosis,0000800000000000 0000000000000001,-3903.4392266,-255815793,f0c08f8f,0
3,irregular_liver,107,2,47 69,ChHepatitis fibrosis,0000800000000000 0000000000000020,-3964.81699101,-259838246,f0832eda,0
3,irregular_liver,108,2,64 69,Steatosis fibrosis,0000000000000000 0000000000000021,-3826.96652415,-250804078,f10d0892,0
3,irregular_liver,109,3,11 26 47,edge Cirrhosis ChHepatitis,0000800004000800 0000000000000000,-3724.39668779,-244082061,f1739a73,0
3,irregular_liver,110,3,11 26 64,edge Cirrhosis Steatosis,0000000004000800 0000000000000001,-3696.29814001,-242240595,f18fb3ad,0
3,irregular_liver,111,3,11 26 69,edge Cirrhosis fibrosis,0000000004000800 0000000000000020,-3694.23581757,-242105439,f191c3a1,0
3,irregular_liver,112,3,11 47 64,edge ChHepatitis Steatosis,0000800000000800 0000000000000001,-3884.00674911,-254542266,f0d3fe46,0
3,irregular_liver,113,3,11 47 69,edge ChHepatitis fibrosis,0000800000000800 0000000000000020,-3952.67693943,-259042636,f08f52b4,0
3,irregular_liver,114,3,11 64 69,edge Steatosis fibrosis,0000000000000800 0000000000000021,-3813.32607342,-249910138,f11aac86,0
3,irregular_liver,115,3,26 47 64,Cirrhosis ChHepatitis Steatosis,0000800004000000 0000000000000001,-3720.9658241,-243857216,f17708c0,0
3,irregular_liver,116,3,26 47 69,Cirrhosis ChHepatitis fibrosis,0000800004000000 0000000000000020,-3712.15212179,-243279601,f17fd90f,0
3,irregular_liver,117,3,26 64 69,Cirrhosis Steatosis fibrosis,0000000004000000 0000000000000021,-3689.7487166,-241811372,f1964054,0
3,irregular_liver,118,3,47 64 69,ChHepatitis Steatosis fibrosis,0000800000000000 0000000000000021,-3851.60757213,-252418954,f0f46476,0
3,irregular_liver,119,4,11 26 47 64,edge Cirrhosis ChHepatitis Steatosis,0000800004000800 0000000000000001,-3804.30469032,-249318912,f123b200,0
3,irregular_liver,120,4,11 26 47 69,edge Cirrhosis ChHepatitis fibrosis,0000800004000800 0000000000000020,-3783.00177759,-247922804,f138ff8c,0
3,irregular_liver,121,4,11 26 64 69,edge Cirrhosis Steatosis fibrosis,0000000004000800 0000000000000021,-3726.28565003,-244205856,f171b6e0,0
3,irregular_liver,122,4,11 47 64 69,edge ChHepatitis Steatosis fibrosis,0000800000000800 0000000000000021,-3866.25403014,-253378824,f0e5bef8,0
3,irregular_liver,123,4,26 47 64 69,Cirrhosis ChHepatitis Steatosis fibrosis,0000800004000000 0000000000000021,-3756.17249432,-246164521,f153d3d7,0
4,THepatitis,124,0,,,0000000000000000 0000000000000000,-1623.41217896,-106391941,f9a8967b,0
4,THepatitis,125,1,1,ast,0000000000000002 0000000000000000,-1597.03761924,-104663457,f9c2f65f,0
4,THepatitis,126,1,8,alcoholism,0000000000000100 0000000000000000,-1562.05273826,-102370688,f9e5f280,0
4,THepatitis,127,1,21,phosphatase,0000000000200000 0000000000000000,-1582.68453158,-103722813,f9d150c3,0
4,THepatitis,128,1,51,ggtp,0008000000000000 0000000000000000,-1622.63106428,-106340749,f9a95e73,0
4,THepatitis,129,1,66,alt,0000000000000000 0000000000000004,-1606.41113901,-105277760,f9b996c0,0
4,THepatitis,130,2,1 8,ast alcoholism,0000000000000102 0000000000000000,-1543.87317533,-101179272,f9f82078,0
4,THepatitis,131,2,1 21,ast phosphatase,0000000000200002 0000000000000000,-1574.65736553,-103196745,f9d957b7,0
4,THepatitis,132,2,1 51,ast ggtp,0008000000000002 0000000000000000,-1629.5409672,-106793597,f9a27583,0
4,THepatitis,133,2,1 66,ast alt,0000000000000002 0000000000000004,-1605.92678799,-105246018,f9ba12be,0
4,THepatitis,134,2,8 21,alcoholism phosphatase,0000000000200100 0000000000000000,-1532.64331667,-100443312,fa035b50,0
4,THepatitis,135,2,8 51,alcoholism ggtp,0008000000000100 0000000000000000,-1576.49392736,-103317106,f9d7818e,0
4,THepatitis,136,2,8 66,alcoholism alt,0000000000000100 0000000000000004,-1557.62838818,-102080734,f9ea5f22,0
4,THepatitis,137,2,21 51,phosphatase ggtp,0008000000200000 0000000000000000,-1604.67809942,-105164184,f9bb5268,0
4,THepatitis,138,2,21 66,phosphatase alt,0000000000200000 0000000000000004,-1579.16586984,-103492214,f9d4d58a,0
4,THepatitis,139,2,51 66,ggtp alt,0008000000000000 0000000000000004,-1639.85481148,-107469525,f998252b,0
4,THepatitis,140,3,1 8 21,ast alcoholism phosphatase,0000000000200102 0000000000000000,-1549.18319738,-101527270,f9f2d11a,0
4,THepatitis,141,3,1 8 51,ast alcoholism ggtp,0008000000000102 0000000000000000,-1612.30492751,-105664016,f9b3b1f0,0
4,THepatitis,142,3,1 8 66,ast alcoholism alt,0000000000000102 0000000000000004,-1595.35711068,-104553324,f9c4a494,0
4,THepatitis,143,3,1 21 51,ast phosphatase ggtp,0008000000200002 0000000000000000,-1676.49401626,-109870712,f9738188,0
4,THepatitis,144,3,1 21 66,ast phosphatase alt,0000000000200002 0000000000000004,-1629.99827594,-106823567,f9a20071,0
4,THepatitis,145,3,1 51 66,ast ggtp alt,0008000000000002 0000000000000004,-1729.98264611,-113376143,f93e0471,0
4,THepatitis,146,3,8 21 51,alcoholism phosphatase ggtp,0008000000200100 0000000000000000,-1595.819027,-104583596,f9c42e54,0
4,THepatitis,147,3,8 21 66,alcoholism phosphatase alt,0000000000200100 0000000000000004,-1559.52743464,-102205190,f9e878fa,0
4,THepatitis,148,3,8 51 66,alcoholism ggtp alt,0008000000000100 0000000000000004,-1638.14537,-107357495,f999dac9,0
4,THepatitis,149,3,21 51 66,phosphatase ggtp alt,0008000000200000 0000000000000004,-1687.10760291,-110566284,f968e474,0
4,THepatitis,150,4,1 8 21 51,ast alcoholism phosphatase ggtp,0008000000200102 0000000000000000,-1740.45041341,-114062158,f9338cb2,0
4,THepatitis,151,4,1 8 21 66,ast alcoholism phosphatase alt,0000000000200102 0000000000000004,-1684.44565234,-110391830,f96b8dea,0
4,THepatitis,152,4,1 8 51 66,ast alcoholism ggtp alt,0008000000000102 0000000000000004,-1810.54195428,-118655678,f8ed7542,0
4,THepatitis,153,4,1 21 51 66,ast phosphatase ggtp alt,0008000000200002 0000000000000004,-1911.72072174,-125286529,f888477f,0
4,THepatitis,154,4,8 21 51 66,alcoholism phosphatase ggtp alt,0008000000200100 0000000000000004,-1767.58881397,-115840701,f9186943,0
5,alcohol,155,0,,,0000000000000000 0000000000000000,-3630.01707146,-237896799,f1d1fba1,0
5,alcohol,156,1,26,Cirrhosis,0000000004000000 0000000000000000,-3616.75473338,-237027638,f1df3eca,0
5,alcohol,157,1,53,platelet,0020000000000000 0000000000000000,-3642.64327828,-238724270,f1c55b52,0
5,alcohol,158,1,54,age,0040000000000000 0000000000000000,-3642.39826406,-238708213,f1c59a0b,0
5,alcohol,159,1,66,alt,0000000000000000 0000000000000004,-3640.895611,-238609735,f1c71ab9,0
5,alcohol,160,1,67,carcinoma,0000000000000000 0000000000000008,-3625.91294218,-237627831,f1d61649,0
5,alcohol,161,2,26 53,Cirrhosis platelet,0020000004000000 0000000000000000,-3655.66209426,-239577471,f1b85681,0
5,alcohol,162,2,26 54,Cirrhosis age,0040000004000000 0000000000000000,-3656.4088338,-239626409,f1b79757,0
5,alcohol,163,2,26 66,Cirrhosis alt,0000000004000000 0000000000000004,-3652.55155055,-239373618,f1bb72ce,0
5,alcohol,164,2,26 67,Cirrhosis carcinoma,0000000004000000 0000000000000008,-3627.18992022,-237711519,f1d4cf61,0
5,alcohol,165,2,53 54,platelet age,0060000000000000 0000000000000000,-3699.63573534,-242459328,f18c5d40,0
5,alcohol,166,2,53 66,platelet alt,0020000000000000 0000000000000004,-3694.17133221,-242101212,f191d424,0
5,alcohol,167,2,53 67,platelet carcinoma,0020000000000000 0000000000000008,-3650.59143086,-239245160,f1bd6898,0
5,alcohol,168,2,54 66,age alt,0040000000000000 0000000000000004,-3698.25402756,-242368776,f18dbef8,0
5,alcohol,169,2,54 67,age carcinoma,0040000000000000 0000000000000008,-3651.03728482,-239274379,f1bcf675,0
5,alcohol,170,2,66 67,alt carcinoma,0000000000000000 000000000000000c,-3650.50898383,-239239757,f1bd7db3,0
5,alcohol,171,3,26 53 54,Cirrhosis platelet age,0060000004000000 0000000000000000,-3815.02092612,-250021211,f118faa5,0
5,alcohol,172,3,26 53 66,Cirrhosis platelet alt,0020000004000000 0000000000000004,-3806.84072732,-249485114,f12128c6,0
5,alcohol,173,3,26 53 67,Cirrhosis platelet carcinoma,0020000004000000 0000000000000008,-3696.22134029,-242235562,f18fc756,0
5,alcohol,174,3,26 54 66,Cirrhosis age alt,0040000004000000 0000000000000004,-3810.61566602,-249732508,f11d6264,0
5,alcohol,175,3,26 54 67,Cirrhosis age carcinoma,0040000004000000 0000000000000008,-3709.17260558,-243084336,f182d3d0,0
5,alcohol,176,3,26 66 67,Cirrhosis alt carcinoma,0000000004000000 000000000000000c,-3705.38760213,-242836282,f1869cc6,0
5,alcohol,177,3,53 54 66,platelet age alt,0060000000000000 0000000000000004,-3926.78747431,-257345944,f0a93668,0
5,alcohol,178,3,53 54 67,platelet age carcinoma,0060000000000000 0000000000000008,-3761.94781718,-246543012,f14e0d5c,0
5,alcohol,179,3,53 66 67,platelet alt carcinoma,0020000000000000 000000000000000c,-3758.96018285,-246347215,f1510a31,0
5,alcohol,180,3,54 66 67,age alt carcinoma,0040000000000000 000000000000000c,-3760.27518954,-246433395,f14fb98d,0
5,alcohol,181,4,26 53 54 66,Cirrhosis platelet age alt,0060000004000000 0000000000000004,-4262.24950377,-279330783,ef59c021,0
5,alcohol,182,4,26 53 54 67,Cirrhosis platelet age carcinoma,0060000004000000 0000000000000008,-3978.50572673,-260735351,f0757e89,0
5,alcohol,183,4,26 53 66 67,Cirrhosis platelet alt carcinoma,0020000004000000 000000000000000c,-3954.16971732,-259140467,f08dd48d,0
5,alcohol,184,4,26 54 66 67,Cirrhosis age alt carcinoma,0040000004000000 000000000000000c,-3968.18325423,-260058858,f07fd116,0
5,alcohol,185,4,53 54 66 67,platelet age alt carcinoma,0060000000000000 000000000000000c,-4114.45038432,-269644620,efed8cb4,0
6,skin,186,0,,,0000000000000000 0000000000000000,-6680.08108196,-437785794,e5e7eb3e,0
6,skin,187,1,18,ama,0000000000040000 0000000000000000,-6559.43803149,-429879331,e6608fdd,0
6,skin,188,1,35,jaundice,0000000800000000 0000000000000000,-6568.70971428,-430486960,e6574a50,0
6,skin,189,1,41,PBC,0000020000000000 0000000000000000,-6384.49137349,-418414027,e70f8235,0
6,skin,190,1,60,bilirubin,1000000000000000 0000000000000000,-4940.7673808,-323798131,ecb33b8d,0
6,skin,191,1,62,itching,4000000000000000 0000000000000000,-6584.04769332,-431492150,e647f3ca,0
6,skin,192,2,18 35,ama jaundice,0000000800040000 0000000000000000,-6467.73571366,-423869528,e6bc43a8,0
6,skin,193,2,18 41,ama PBC,0000020000040000 0000000000000000,-6392.93312705,-418967265,e707111f,0
6,skin,194,2,18 60,ama bilirubin,1000000000040000 0000000000000000,-4956.50737724,-324829667,eca37e1d,0
6,skin,195,2,18 62,ama itching,4000000000040000 0000000000000000,-6479.65712541,-424650809,e6b057c7,0
6,skin,196,2,35 41,jaundice PBC,0000020800000000 0000000000000000,-6306.91201634,-413329786,e75d1686,0
6,skin,197,2,35 60,jaundice bilirubin,1000000800000000 0000000000000000,-4957.15003954,-324871785,eca2d997,0
6,skin,198,2,35 62,jaundice itching,4000000800000000 0000000000000000,-6490.22772078,-425343564,e6a5c5b4,0
6,skin,199,2,41 60,PBC bilirubin,1000020000000000 0000000000000000,-4956.68704868,-324841442,eca3501e,0
6,skin,200,2,41 62,PBC itching,4000020000000000 0000000000000000,-6318.48138709,-414087996,e75184c4,0
6,skin,201,2,60 62,bilirubin itching,5000000000000000 0000000000000000,-4957.39146515,-324887607,eca29bc9,0
6,skin,202,3,18 35 41,ama jaundice PBC,0000020800040000 0000000000000000,-6325.1311838,-414523797,e74ade6b,0
6,skin,203,3,18 35 60,ama jaundice bilirubin,1000000800040000 0000000000000000,-4990.4703492,-327055465,ec818797,0
6,skin,204,3,18 35 62,ama jaundice itching,4000000800040000 0000000000000000,-6409.85696336,-420076386,e6f6249e,0
6,skin,205,3,18 41 60,ama PBC bilirubin,1000020000040000 0000000000000000,-4980.07345736,-326374094,ec8bed32,0
6,skin,206,3,18 41 62,ama PBC itching,4000020000040000 0000000000000000,-6335.19343182,-415183237,e740ce7b,0
6,skin,207,3,18 60 62,ama bilirubin itching,5000000000040000 0000000000000000,-4991.53605101,-327125307,ec8076c5,0
6,skin,208,3,35 41 60,jaundice PBC bilirubin,1000020800000000 0000000000000000,-4986.79952125,-326814893,ec853353,0
6,skin,209,3,35 41 62,jaundice PBC itching,4000020800000000 0000000000000000,-6263.27024062,-410469678,e788bad2,0
6,skin,210,3,35 60 62,jaundice bilirubin itching,5000000800000000 0000000000000000,-4990.88904724,-327082905,ec811c67,0
6,skin,211,3,41 60 62,PBC bilirubin itching,5000020000000000 0000000000000000,-4991.7531868,-327139537,ec803f2f,0
6,skin,212,4,18 35 41 60,ama jaundice PBC bilirubin,1000020800040000 0000000000000000,-5040.07709486,-330306492,ec4fec44,0
6,skin,213,4,18 35 41 62,ama jaundice PBC itching,4000020800040000 0000000000000000,-6300.89893431,-412935713,e76319df,0
6,skin,214,4,18 35 60 62,ama jaundice bilirubin itching,5000000800040000 0000000000000000,-5061.77978934,-331728800,ec3a3860,0
6,skin,215,4,18 41 60 62,ama PBC bilirubin itching,5000020000040000 0000000000000000,-5045.79406197,-330681160,ec4a34b8,0
6,skin,216,4,35 41 60 62,jaundice PBC bilirubin itching,5000020800000000 0000000000000000,-5058.19615427,-331493943,ec3dcdc9,0
7,pain,217,0,,,0000000000000000 0000000000000000,-5322.83027675,-348837005,eb352b73,0
7,pain,218,1,41,PBC,0000020000000000 0000000000000000,-5304.6988592,-347648744,eb474d18,0
7,pain,219,1,42,joints,0000040000000000 0000000000000000,-4874.71803861,-319469521,ecf5482f,0
7,pain,220,1,51,ggtp,0008000000000000 0000000000000000,-5330.88936023,-349365165,eb2d1c53,0
7,pain,221,1,54,age,0040000000000000 0000000000000000,-5336.53223894,-349734977,eb2777bf,0
7,pain,222,1,66,alt,0000000000000000 0000000000000004,-5336.81717243,-349753650,eb272ece,0
7,pain,223,2,41 42,PBC joints,0000060000000000 0000000000000000,-4783.01375854,-313459590,ed50fc7a,0
